borrower_id,borrower_type,loan_amount,emi_amount,avg_monthly_income,month1_balance,month1_income,month1_paid,month2_balance,month2_income,month2_paid,month3_balance,month3_income,month3_paid,month4_balance,month4_income,month4_paid,month5_balance,month5_income,month5_paid,month6_balance,month6_income,month6_paid,defaulted
B2363,salaried,46888,1563.69,64684,64636.8,64684.12,True,64636.8,64684.12,True,64636.8,64684.12,True,64636.8,63492.04,True,64636.8,63492.04,True,64636.8,63492.04,True,False
B2364,salaried,145986,4885.81,11015,57531.88,11014.59,True,57531.88,11014.59,True,57531.88,11000.59,True,56995.97,10690.63,True,56995.97,10690.63,True,56414.75,10690.63,True,False
B2365,small_trader,169289,7778.2,35279,50725.35,35279.39,True,49910.12,35279.39,True,49910.12,35279.39,True,48870.61,34672.04,True,48870.61,34672.04,True,48870.61,34672.04,True,False
B2366,small_trader,158729,7064.43,49953,68774.14,49953.07,True,68774.14,49953.07,True,68488.58,49953.07,True,66940.01,49268.7,True,66940.01,49268.7,True,66940.01,49268.7,True,False
B2367,small_trader,50345,2013.94,76682,135268.65,76682.09,True,135268.65,76682.09,True,135268.65,76458.09,True,130015.5,74944.07,True,130015.5,74944.07,True,130015.5,74944.07,True,False
B2368,gig_worker,186182,7068.96,13612,20873.18,13611.76,True,20873.18,13597.83,True,20873.18,13597.83,True,20575.39,13243.23,True,20575.39,13243.23,True,20575.39,13243.23,True,False
B2369,gig_worker,148570,5998.2,77497,132017.39,77496.8,True,132017.39,77040.38,True,132017.39,77040.38,True,132017.39,76172.34,True,132017.39,76172.34,True,132017.39,76172.34,True,False
B2370,salaried,37342,1534.16,13861,37404.12,13861.45,True,37404.12,13861.45,True,37404.12,13813.28,True,37038.56,13453.76,True,37038.56,13453.76,True,37038.56,13453.76,True,False
B2371,farmer,139482,5151.36,41725,56314.05,41725.3,True,55515.12,41725.3,True,55515.12,41725.3,True,55067.92,40498.09,True,55067.92,40498.09,True,55067.92,40498.09,True,False
B2372,salaried,61421,1919.41,18571,31106.63,18570.57,True,31106.63,18570.57,True,31106.63,18570.57,True,30973.25,18078.92,True,30973.25,18078.92,True,30973.25,18078.92,True,False
B2373,farmer,126773,6006.08,26912,39393.61,26912.19,True,39063.47,26912.19,True,39063.47,26912.19,True,38144.02,26380.71,True,38144.02,26380.71,True,38144.02,26380.71,True,False
B2374,gig_worker,144178,5750.2,40545,55422.81,40544.75,True,55422.81,40544.75,True,55422.81,40489.75,True,54822.84,39687.97,True,54822.84,39687.97,True,54346.64,39687.97,True,False
B2375,salaried,125873,5953.97,43391,58874.34,43391.42,True,57459.54,43165.6,True,57459.54,43165.6,True,56736.31,42380.28,True,56736.31,42380.28,True,56736.31,42380.28,True,False
B2376,salaried,114301,5440.02,57036,58092.0,57036.18,True,58092.0,56431.24,True,58092.0,56431.24,True,57205.74,55735.09,True,57205.74,55735.09,True,57205.74,55735.09,True,False
B2377,gig_worker,127413,6198.89,56749,93681.76,56748.97,True,93681.76,56748.97,True,93681.76,56748.97,True,93681.76,56005.77,True,93681.76,56005.77,True,93681.76,56005.77,True,False
B2378,farmer,178054,5979.55,60174,64517.77,60174.25,True,64517.77,60174.25,True,64517.77,60174.25,True,64517.77,59434.45,True,64517.77,59434.45,True,64517.77,59434.45,True,False
B2379,small_trader,105716,4504.63,62980,88229.63,62979.8,True,88229.63,62979.8,True,88229.63,62979.8,True,87255.28,61127.45,True,87255.28,61127.45,True,87255.28,61127.45,True,False
B2380,small_trader,138253,6075.5,66957,99306.42,66957.0,True,98839.18,66957.0,True,98839.18,66957.0,True,96207.17,65597.47,True,96207.17,65597.47,True,96207.17,65597.47,True,False
B2381,gig_worker,121345,3651.6,46589,61435.62,46588.71,True,61435.62,46042.94,True,61435.62,46042.94,True,59715.56,45391.78,True,59715.56,45391.78,True,59715.56,45391.78,True,False
B2382,farmer,199006,6237.77,21469,33978.03,21468.7,True,33978.03,21211.37,True,33978.03,21211.37,True,33331.76,20944.68,True,33331.76,20944.68,True,33331.76,20944.68,True,False
B2383,gig_worker,162015,6754.85,30916,52721.3,30916.32,True,52721.3,30916.32,True,52721.3,30916.32,True,51475.7,30518.76,True,51475.7,30518.76,True,51475.7,30518.76,True,False
B2384,salaried,146153,4921.3,61009,81774.22,61008.57,True,80706.19,61008.57,True,80706.19,60536.17,True,78598.52,59337.43,True,78598.52,59337.43,True,78598.52,59337.43,True,False
B2385,salaried,18460,727.14,54002,83542.77,54002.39,True,83542.77,54002.39,True,83542.77,53472.96,True,82983.16,52600.92,True,82983.16,52600.92,True,82983.16,52600.92,True,False
B2386,salaried,109605,5090.05,30556,57002.96,30555.77,True,57002.96,30555.77,True,57002.96,30555.77,True,56375.05,29657.07,True,56375.05,29657.07,True,56375.05,29657.07,True,False
B2387,salaried,167097,7548.7,33043,49964.26,33042.78,True,49964.26,33042.78,True,49964.26,32755.24,True,48496.71,32070.93,True,48496.71,32070.93,True,48496.71,32070.93,True,False
B2388,small_trader,152993,4976.31,78627,94666.86,78626.65,True,94666.86,78449.13,True,94666.86,78449.13,True,91214.1,77980.03,True,91214.1,77980.03,True,91214.1,77980.03,True,False
B2389,farmer,135968,6494.99,13554,38044.45,13553.58,True,38044.45,13553.58,True,38044.45,13553.58,True,38044.45,13173.75,True,38044.45,13173.75,True,38044.45,13173.75,True,False
B2390,small_trader,190556,6583.21,27437,32477.91,27436.74,True,32477.91,27436.74,True,32477.91,27436.74,True,31520.98,26738.71,True,31520.98,26738.71,True,31520.98,26738.71,True,False
B2391,small_trader,97937,3514.19,33301,38272.59,33301.38,True,38272.59,33301.38,True,38272.59,33301.38,True,36786.27,32915.06,True,36786.27,32915.06,True,36786.27,32915.06,True,False
B2392,farmer,161280,6041.06,49528,77742.79,49528.18,True,77742.79,48809.27,True,77742.79,48809.27,True,77742.79,48071.47,True,77742.79,48071.47,True,77742.79,48071.47,True,False
B2393,small_trader,129233,5908.66,29383,47716.36,29383.31,True,47716.36,29383.31,True,47716.36,29150.6,True,45966.12,28997.6,True,45966.12,28997.6,True,45966.12,28997.6,True,False
B2394,salaried,75366,2812.98,40007,46711.4,40006.99,True,46711.4,40006.99,True,46711.4,39848.58,True,46599.03,38830.31,True,46599.03,38830.31,True,46304.09,38830.31,True,False
B2395,small_trader,93371,3619.94,29398,62434.57,29397.94,True,62434.57,29397.94,True,62434.57,29397.94,True,61575.75,28915.84,True,61575.75,28915.84,True,61575.75,28915.84,True,False
B2396,gig_worker,40383,1799.5,65742,91643.38,65741.69,True,91643.38,65741.69,True,91643.38,65741.69,True,90468.33,63808.11,True,90468.33,63808.11,True,90468.33,63808.11,True,False
B2397,farmer,79647,3795.26,64100,101961.93,64099.75,True,101961.93,64099.75,True,101961.93,63896.54,True,101199.75,62631.26,True,101199.75,62631.26,True,101199.75,62631.26,True,False
B2398,small_trader,82422,3070.44,8664,33328.85,8663.61,True,33328.85,8663.61,True,33328.85,8663.61,True,32698.29,8429.1,True,32698.29,8429.1,True,32681.69,8429.1,True,False
B2399,small_trader,92368,4098.84,12700,28648.43,12699.92,True,28648.43,12699.92,True,28648.43,12699.92,True,27926.18,12366.26,True,27926.18,12366.26,True,27926.18,12366.26,True,False
B2400,farmer,28784,968.81,13596,35596.6,13595.6,True,35596.6,13595.6,True,35462.69,13595.6,True,34419.67,13422.72,True,34419.67,13422.72,True,34419.67,13422.72,True,False
B2401,farmer,85957,3369.65,50167,88634.25,50166.69,True,88634.25,50059.59,True,88634.25,50059.59,True,87480.67,49560.77,True,87480.67,49560.77,True,86913.2,49560.77,True,False
B2402,gig_worker,39377,1237.24,72307,95155.59,72307.07,True,95155.59,72307.07,True,95155.59,72307.07,True,92048.66,70180.39,True,92048.66,70180.39,True,92048.66,70180.39,True,False
B2403,gig_worker,163892,5548.76,60199,64758.75,60198.55,True,64758.75,60198.55,True,64758.75,60198.55,True,62897.43,59637.66,True,62897.43,59637.66,True,62897.43,59637.66,True,False
B2404,small_trader,119154,5549.31,75236,129396.25,75235.89,True,126731.6,75235.89,True,126731.6,74498.29,True,124371.15,73317.79,True,124371.15,73317.79,True,124371.15,73317.79,True,False
B2405,farmer,108357,5369.07,28470,58511.0,28469.61,True,58511.0,28469.61,True,58511.0,28469.61,True,56238.72,28028.89,True,56238.72,28028.89,True,56238.72,28028.89,True,False
B2406,gig_worker,82136,2718.6,69480,94467.42,69479.58,True,94467.42,69479.58,True,94467.42,69479.58,True,93392.15,68615.45,True,93392.15,68615.45,True,92633.1,68615.45,True,False
B2407,salaried,77757,2877.04,9072,27923.33,9072.04,True,27923.33,9072.04,True,27923.33,9072.04,True,27414.83,8963.37,True,27414.83,8963.37,True,27414.83,8963.37,True,False
B2408,salaried,171324,7407.64,43696,64221.43,43695.54,True,64221.43,43695.54,True,64221.43,43695.54,True,61727.39,43066.21,True,61727.39,43066.21,True,61727.39,43066.21,True,False
B2409,farmer,190587,8425.47,64991,110093.21,64990.99,True,110093.21,64990.99,True,110093.21,64990.99,True,109639.89,63781.53,True,109639.89,63781.53,True,109639.89,63781.53,True,False
B2410,gig_worker,10381,351.25,75261,133726.95,75260.58,True,133726.95,75260.58,True,133726.95,75260.58,True,130004.47,73852.48,True,130004.47,73852.48,True,130004.47,73852.48,True,False
B2411,farmer,154529,6290.79,36743,58515.32,36743.16,True,58515.32,36743.16,True,58515.32,36743.16,True,56242.88,36273.84,True,56242.88,36273.84,True,56242.88,36273.84,True,False
B2412,salaried,96134,3630.36,61067,102234.3,61066.62,True,100664.2,61066.62,True,100664.2,61066.62,True,100664.2,60486.89,True,100664.2,60486.89,True,100664.2,60486.89,True,False
B2413,farmer,156067,6485.3,75625,130707.82,75624.68,True,129131.31,75624.68,True,129131.31,75624.68,True,127471.4,74682.12,True,127471.4,74682.12,True,127471.4,74682.12,True,False
B2414,gig_worker,188312,7086.93,36537,56316.54,36537.38,True,56316.54,36537.38,True,56316.54,36537.38,True,54649.91,35462.75,True,54649.91,35462.75,True,54649.91,35462.75,True,False
B2415,small_trader,122985,3939.49,53101,62237.63,53100.75,True,62237.63,53100.75,True,62237.63,52580.16,True,62237.63,51538.96,True,62237.63,51538.96,True,62215.49,51538.96,True,False
B2416,farmer,194471,6567.1,20815,43731.95,20814.53,True,43731.95,20788.42,True,43731.95,20651.19,True,43731.95,20552.93,True,43731.95,20552.93,True,43687.76,20552.93,True,False
B2417,gig_worker,136128,5527.77,79470,93010.54,79470.2,True,93010.54,79465.72,True,93010.54,78691.08,True,91681.11,77132.84,True,91681.11,77132.84,True,91681.11,77132.84,True,False
B2418,salaried,20476,831.47,58743,95464.26,58743.33,True,94573.03,58743.33,True,94537.42,58349.7,True,92509.3,57194.26,True,92509.3,57194.26,True,92509.3,57194.26,True,False
B2419,small_trader,87797,3565.94,27411,35090.58,27411.03,True,35090.58,27042.56,True,35090.58,27042.56,True,33812.88,26604.82,True,33812.88,26604.82,True,33812.88,26604.82,True,False
B2420,farmer,144527,5911.55,19625,31048.2,19625.15,True,31048.2,19625.15,True,31048.2,19526.66,True,29842.45,19047.94,True,29842.45,19047.94,True,29842.45,19047.94,True,False
B2421,small_trader,19862,675.0,31874,51679.14,31874.25,True,51679.14,31874.25,True,51679.14,31874.25,True,49821.71,31387.3,True,49821.71,31387.3,True,49821.71,31387.3,True,False
B2422,salaried,20730,663.11,62124,71624.07,62124.14,True,71624.07,62121.24,True,71624.07,62121.24,True,68842.55,60296.96,True,68842.55,60296.96,True,68842.55,60296.96,True,False
B2423,farmer,63653,2414.44,77492,103119.21,77492.5,True,102879.09,76625.23,True,102625.45,76625.23,True,101584.95,75320.51,True,101584.95,75320.51,True,101584.95,75320.51,True,False
B2424,gig_worker,133634,5371.56,14697,56727.25,14697.12,True,56727.25,14697.12,True,56727.25,14697.12,True,55794.51,14426.91,True,55794.51,14426.91,True,55625.75,14426.91,True,False
B2425,small_trader,90181,3945.05,52998,72872.0,52997.79,True,72872.0,52997.79,True,72872.0,52478.21,True,72872.0,51439.03,True,72872.0,51439.03,True,72872.0,51439.03,True,False
B2426,gig_worker,61096,2160.93,77467,86685.19,77467.0,True,86685.19,77467.0,True,86685.19,77467.0,True,83863.41,75651.97,True,83863.41,75651.97,True,83863.41,75651.97,True,False
B2427,gig_worker,71610,2605.49,32602,51626.42,32602.44,True,51626.42,32602.44,True,51626.42,32602.44,True,50133.96,32151.81,True,50133.96,32151.81,True,50133.96,32151.81,True,False
B2428,salaried,116198,5384.48,29588,45267.14,29588.16,True,45267.14,29247.82,True,44827.66,29247.82,True,43509.2,29151.97,True,43509.2,29151.97,True,43509.2,29151.97,True,False
B2429,small_trader,89828,3565.36,37248,62312.63,37248.09,True,61391.43,36795.26,True,61391.43,36795.26,True,59892.72,36152.56,True,59892.72,36152.56,True,59892.72,36152.56,True,False
B2430,small_trader,52131,2576.1,32819,43977.44,32818.87,True,43977.44,32616.66,True,43977.44,32616.66,True,43533.45,31853.61,True,43533.45,31853.61,True,43533.45,31853.61,True,False
B2431,salaried,40447,1922.91,16920,19719.13,16920.23,True,19719.13,16920.23,True,19719.13,16920.23,True,19719.13,16436.83,True,19719.13,16436.83,True,19719.13,16436.83,True,False
B2432,small_trader,38531,1571.19,44364,55538.91,44363.52,True,55208.59,44363.52,True,54999.69,44363.52,True,53594.65,44045.71,True,53594.65,44045.71,True,53594.65,44045.71,True,False
B2433,farmer,75711,2596.82,25767,44800.04,25766.69,True,44800.04,25528.34,True,44800.04,25528.34,True,43951.08,25008.85,True,43951.08,25008.85,True,43951.08,25008.85,True,False
B2434,farmer,62354,2919.36,55882,65963.72,55881.74,True,65963.72,55851.42,True,65963.72,55831.65,True,63809.23,55675.41,True,63809.23,55675.41,True,63809.23,55675.41,True,False
B2435,small_trader,48938,1804.65,49483,62190.11,49483.4,True,62190.11,49483.4,True,62190.11,49483.4,True,61539.03,49056.64,True,61539.03,49056.64,True,61539.03,49056.64,True,False
B2436,gig_worker,186223,7552.67,48679,78302.74,48679.45,True,78302.74,48679.45,True,78302.74,48679.45,True,77644.69,47299.19,True,77644.69,47299.19,True,77644.69,47299.19,True,False
B2437,farmer,83397,3752.32,36486,51000.65,36485.86,True,51000.65,36485.86,True,51000.65,36485.86,True,50862.13,36138.05,True,50862.13,36138.05,True,50862.13,36138.05,True,False
B2438,farmer,167058,6656.41,20237,62502.69,20237.01,True,62138.46,20237.01,True,62138.46,20237.01,True,60725.76,19953.13,True,60725.76,19953.13,True,60725.76,19953.13,True,False
B2439,salaried,182427,8770.69,50084,51977.11,50083.51,True,51653.03,50083.51,True,51653.03,50083.51,True,49958.58,48638.07,True,49958.58,48638.07,True,49958.58,48638.07,True,False
B2440,small_trader,109743,3946.97,48577,57865.0,48576.56,True,57865.0,48576.56,True,57865.0,48576.56,True,55743.09,47147.84,True,55743.09,47147.84,True,55743.09,47147.84,True,False
B2441,small_trader,16615,584.66,76781,109788.76,76781.28,True,109788.76,76781.28,True,109788.76,76028.52,True,108031.67,74523.0,True,108031.67,74523.0,True,107656.94,74523.0,True,False
B2442,gig_worker,160571,5262.0,36522,40835.46,36522.39,True,40835.46,36522.39,True,40835.46,36522.39,True,40774.93,35741.81,True,40774.93,35741.81,True,40774.93,35741.81,True,False
B2443,gig_worker,131141,3985.76,9382,20778.06,9382.25,True,20778.06,9296.97,True,20778.06,9290.26,True,19971.14,9155.87,True,19971.14,9155.87,True,19971.14,9155.87,True,False
B2444,gig_worker,137537,4216.3,32073,36625.21,32072.86,True,36625.21,32072.86,True,36625.21,32072.86,True,36380.83,31687.07,True,36380.83,31687.07,True,36380.83,31687.07,True,False
B2445,small_trader,163758,7832.57,31373,56146.91,31372.72,True,56006.42,31372.72,True,56006.42,31372.72,True,56006.42,30636.98,True,56006.42,30636.98,True,55422.03,30636.98,True,False
B2446,salaried,82333,3964.36,67897,111362.78,67896.83,True,111362.78,67896.83,True,111362.78,67896.83,True,110770.1,66305.89,True,110770.1,66305.89,True,110770.1,66305.89,True,False
B2447,farmer,163483,5896.64,12879,40836.39,12878.85,True,40168.54,12878.85,True,40168.54,12752.58,True,39495.85,12685.03,True,39495.85,12685.03,True,39495.85,12685.03,True,False
B2448,salaried,108111,4300.2,41003,68272.4,41002.96,True,68272.4,41002.96,True,68272.4,41002.96,True,67040.84,39974.18,True,67040.84,39974.18,True,67040.84,39974.18,True,False
B2449,salaried,137507,5133.98,68243,97139.21,68243.13,True,97139.21,68243.13,True,97139.21,68243.13,True,94594.72,67016.56,True,94594.72,67016.56,True,94594.72,67016.56,True,False
B2450,gig_worker,155086,7056.05,43045,76015.08,43045.26,True,76015.08,43045.26,True,76015.08,43045.26,True,74803.28,42296.84,True,74803.28,42296.84,True,74803.28,42296.84,True,False
B2451,small_trader,18622,748.55,52190,87752.65,52190.12,True,87752.65,52190.12,True,87752.65,52190.12,True,84724.66,51626.24,True,84724.66,51626.24,True,84724.66,51626.24,True,False
B2452,gig_worker,108399,3290.42,52446,74784.38,52446.01,True,74784.38,52409.94,True,74784.38,52409.94,True,74784.38,50903.48,True,74784.38,50903.48,True,73757.53,50903.48,True,False
B2453,farmer,17048,809.61,66740,67792.59,66739.5,True,67792.59,66698.51,True,67792.59,66698.51,True,65459.12,65418.57,True,65459.12,65418.57,True,65459.12,65418.57,True,False
B2454,gig_worker,194061,8062.35,74428,112088.45,74428.22,True,112088.45,74206.09,True,112088.45,74206.09,True,112088.45,72368.01,True,112088.45,72368.01,True,112088.45,72368.01,True,False
B2455,farmer,154653,6162.35,72965,128356.67,72964.8,True,128356.67,72964.8,True,128356.67,72964.8,True,126154.67,70818.78,True,126154.67,70818.78,True,126154.67,70818.78,True,False
B2456,farmer,157926,4851.08,63231,85345.12,63231.08,True,85345.12,63231.08,True,85345.12,63231.08,True,84678.78,62375.13,True,84678.78,62375.13,True,83687.93,62375.13,True,False
B2457,farmer,22027,802.18,60845,88491.03,60844.91,True,88491.03,60844.91,True,88491.03,60844.91,True,88491.03,59762.26,True,88491.03,59762.26,True,88474.59,59762.26,True,False
B2458,gig_worker,83419,2620.3,51054,54727.95,51053.57,True,54727.95,50776.33,True,54727.95,50776.33,True,54727.95,50132.46,True,54727.95,50132.46,True,54601.22,50132.46,True,False
B2459,gig_worker,100421,3457.72,72041,81330.81,72041.17,True,81249.88,72041.17,True,81249.88,71505.02,True,79437.04,71141.83,True,79437.04,71141.83,True,79437.04,71141.83,True,False
B2460,salaried,104661,5232.05,19144,63218.86,19144.34,True,63218.86,19144.34,True,63218.86,18956.65,True,61713.25,18845.53,True,61713.25,18845.53,True,61713.25,18845.53,True,False
B2461,salaried,126753,5261.63,39229,47972.25,39229.0,True,47972.25,39229.0,True,47972.25,39229.0,True,47943.08,38872.31,True,47943.08,38872.31,True,47040.75,38872.31,True,False
B2462,salaried,188020,8784.82,48683,71581.62,48682.52,True,71428.76,48682.52,True,70886.65,48682.52,True,68801.75,47250.68,True,68801.75,47250.68,True,68801.75,47250.68,True,False
B2463,farmer,27686,927.16,9975,66341.17,9975.4,True,66341.17,9975.4,True,66341.17,9975.4,True,65305.8,9950.05,True,65305.8,9950.05,True,65305.8,9950.05,True,False
B2464,gig_worker,155631,6973.11,78310,125489.98,78309.66,True,125489.98,78309.66,True,125489.98,78309.66,True,125489.98,76006.44,True,125489.98,76006.44,True,125489.98,76006.44,True,False
B2465,gig_worker,191607,8572.74,39334,54716.86,39334.26,True,54716.86,39334.26,True,54716.86,39334.26,True,54716.86,38177.37,True,54716.86,38177.37,True,54716.86,38177.37,True,False
B2466,farmer,178393,7955.17,73785,94140.23,73785.47,True,94140.23,73785.47,True,94140.23,73785.47,True,94140.23,72223.5,True,94140.23,72223.5,True,94140.23,72223.5,True,False
B2467,farmer,121788,4967.16,41720,62693.33,41720.31,True,62693.33,41720.31,True,62693.33,41565.22,True,62010.14,40766.94,True,62010.14,40766.94,True,62010.14,40766.94,True,False
B2468,small_trader,107964,4820.59,19459,27060.11,19459.21,True,27060.11,19459.21,True,27060.11,19333.61,True,27060.11,19237.48,True,27060.11,19237.48,True,26766.52,19237.48,True,False
B2469,gig_worker,100182,3476.81,38225,52190.15,38225.44,True,52190.15,38225.44,True,52190.15,38225.44,True,51593.37,37415.6,True,51593.37,37415.6,True,51593.37,37415.6,True,False
B2470,gig_worker,153642,7495.53,20950,32617.13,20949.62,True,32617.13,20867.36,True,32575.13,20867.36,True,32090.1,20333.45,True,32090.1,20333.45,True,32085.7,20333.45,True,False
B2471,salaried,132471,4456.23,48635,76270.86,48635.1,True,76270.86,48566.92,True,76270.86,48566.92,True,74835.77,47337.03,True,74835.77,47337.03,True,74835.77,47337.03,True,False
B2472,salaried,131229,6316.4,71884,75378.2,71884.0,True,75378.2,71432.17,True,75371.32,71432.17,True,72450.89,71342.25,True,72450.89,71342.25,True,72450.89,71273.52,True,False
B2473,salaried,164607,5197.5,13416,61069.24,13415.63,True,60538.47,13415.63,True,60538.47,13415.63,True,58697.62,13053.76,True,58697.62,13053.76,True,58697.62,13053.76,True,False
B2474,salaried,62071,2505.75,8965,67939.48,8965.41,True,67939.48,8965.41,True,67939.48,8882.91,True,67939.48,8701.72,True,67939.48,8701.72,True,67939.48,8701.72,True,False
B2475,salaried,169824,5782.11,62353,76276.56,62353.05,True,76276.56,62353.05,True,76260.47,62353.05,True,75371.96,60519.14,True,75371.96,60519.14,True,74795.46,60519.14,True,False
B2476,small_trader,91931,2791.06,48029,80416.13,48028.78,True,80416.13,48028.78,True,80416.13,48028.78,True,79543.97,46616.17,True,79543.97,46616.17,True,78854.65,46616.17,True,False
B2477,salaried,14330,694.69,70205,87899.09,70204.91,True,87899.09,70204.91,True,87899.09,70204.91,True,87350.51,69352.2,True,87350.51,69352.2,True,87350.51,69352.2,True,False
B2478,salaried,174770,7339.24,28301,53055.39,28300.68,True,53055.39,28300.68,True,53055.39,28300.68,True,51633.09,27468.3,True,51633.09,27468.3,True,51633.09,27468.3,True,False
B2479,farmer,97373,2928.21,38469,54700.82,38468.71,True,54700.82,38468.71,True,54700.82,38468.71,True,52576.51,37991.49,True,52576.51,37991.49,True,52576.51,37991.49,True,False
B2480,small_trader,10032,367.92,17292,57346.94,17291.99,True,57346.94,17291.99,True,57346.94,17291.99,True,56340.43,16937.75,True,56340.43,16937.75,True,56340.43,16937.75,True,False
B2481,salaried,55322,1710.71,56652,98413.14,56652.33,True,98413.14,56652.33,True,98413.14,56224.02,True,95788.12,55260.44,True,95788.12,55260.44,True,95788.12,55260.44,True,False
B2482,farmer,183493,9076.58,22640,41952.92,22640.25,True,41952.92,22640.25,True,41952.92,22640.25,True,40377.99,22033.24,True,40377.99,22033.24,True,40377.99,22033.24,True,False
B2483,farmer,26093,1077.29,47364,70043.16,47364.05,True,70043.16,47341.71,True,70043.16,47341.71,True,70043.16,47042.85,True,70043.16,47042.85,True,69861.33,46899.69,True,False
B2484,farmer,178241,6175.81,72451,86458.28,72451.01,True,86458.28,72451.01,True,85847.15,72451.01,True,83634.43,71382.33,True,83634.43,71382.33,True,83634.43,71382.33,True,False
B2485,small_trader,75216,2891.15,68072,92214.8,68071.76,True,92214.8,68071.76,True,92214.8,68047.83,True,90737.97,67156.0,True,90737.97,67156.0,True,90737.97,67156.0,True,False
B2486,gig_worker,140750,6775.04,49347,67863.06,49347.05,True,67863.06,49347.05,True,67863.06,49197.02,True,65227.6,48420.85,True,65227.6,48420.85,True,65227.6,48420.85,True,False
B2487,gig_worker,42828,1981.0,54562,64269.18,54562.17,True,64149.28,54562.17,True,63953.66,54467.83,True,63953.66,53904.21,True,63953.66,53904.21,True,63021.23,53904.21,True,False
B2488,small_trader,136135,6123.07,65799,104714.98,65798.67,True,104714.98,65798.67,True,104714.98,65697.61,True,104299.15,64925.11,True,104299.15,64925.11,True,102681.68,64925.11,True,False
B2489,salaried,169529,5313.44,61865,74644.47,61865.24,True,74644.47,61865.24,True,74644.47,61509.37,True,73403.79,60533.76,True,73403.79,60533.76,True,73403.79,60533.76,True,False
B2490,farmer,147863,7026.36,31281,49105.32,31281.48,True,49105.32,31281.48,True,48691.66,31281.48,True,47198.31,30547.21,True,47198.31,30547.21,True,47198.31,30547.21,True,False
B2491,small_trader,123350,6042.37,16261,53953.67,16261.49,True,53953.67,16261.49,True,53928.26,16261.49,True,53866.63,15783.21,True,53866.63,15783.21,True,53401.25,15783.21,True,False
B2492,small_trader,32857,1561.76,15221,65634.66,15221.04,True,65634.66,15221.04,True,65634.66,15221.04,True,65634.66,14873.17,True,65634.66,14873.17,True,65159.08,14873.17,True,False
B2493,gig_worker,120577,4325.2,77244,86428.18,77244.1,True,85834.45,77244.1,True,85834.45,77244.1,True,84417.23,76612.34,True,84417.23,76612.34,True,84417.23,76612.34,True,False
B2494,farmer,14899,594.66,74462,102509.13,74461.75,True,102509.13,74461.75,True,102509.13,74461.75,True,100023.67,73164.72,True,100023.67,73164.72,True,100023.67,73164.72,True,False
B2495,small_trader,42585,1887.91,41273,65741.21,41273.48,True,65741.21,41273.48,True,65741.21,41273.48,True,65681.62,40306.11,True,65681.62,40306.11,True,64464.68,40306.11,True,False
B2496,small_trader,168487,5422.02,48575,56028.61,48574.56,True,56028.61,48574.56,True,56028.61,48098.34,True,56028.61,48098.34,True,56028.61,48098.34,True,56028.61,48098.34,True,False
B2497,salaried,48286,1454.61,64847,78776.5,64846.76,True,78776.5,64846.76,True,78776.5,64846.76,True,75717.21,63455.93,True,75717.21,63455.93,True,75717.21,63455.93,True,False
B2498,farmer,189383,7385.42,27122,66538.69,27122.15,True,66538.69,27122.15,True,66538.69,26982.8,True,65950.11,26362.22,True,65950.11,26362.22,True,65950.11,26362.22,True,False
B2499,salaried,64932,2144.74,73350,114701.37,73349.8,True,114701.37,73349.8,True,114701.37,73349.8,True,113436.81,71648.73,True,113436.81,71648.73,True,113436.81,71648.73,True,False
B2500,small_trader,111287,3767.75,22000,33633.01,22000.43,True,33633.01,22000.43,True,33633.01,22000.43,True,32326.87,21930.77,True,32326.87,21930.77,True,32326.87,21930.77,True,False
B2501,salaried,131742,4694.73,19103,65058.31,19103.43,True,64717.42,19103.43,True,64717.42,19103.43,True,64645.97,18937.73,True,64645.97,18937.73,True,64645.97,18937.73,True,False
B2502,farmer,112384,3448.78,21415,40467.07,21415.01,True,40467.07,21415.01,True,40467.07,21415.01,True,40467.07,21322.41,True,40467.07,21322.41,True,40209.2,21322.41,True,False
B2503,farmer,53250,1933.01,58133,94872.64,58132.74,True,94872.64,58132.74,True,94079.12,57945.89,True,92454.65,56422.95,True,92454.65,56422.95,True,92454.65,56422.95,True,False
B2504,farmer,94252,3543.15,23988,46684.22,23988.4,True,46684.22,23976.16,True,46684.22,23976.16,True,46247.38,23363.6,True,46247.38,23363.6,True,46247.38,23363.6,True,False
B2505,small_trader,164438,5875.98,31921,52558.8,31920.83,True,52558.8,31920.83,True,52558.8,31920.83,True,52558.8,31059.98,True,52558.8,31059.98,True,52558.8,31059.98,True,False
B2506,salaried,63576,2601.6,44280,54913.89,44279.81,True,54550.35,44279.81,True,54550.35,44279.81,True,54550.35,44059.89,True,54550.35,44059.89,True,54127.46,43928.31,True,False
B2507,salaried,95233,4196.0,13797,68467.15,13797.28,True,68467.15,13797.28,True,68467.15,13797.28,True,66542.1,13797.28,True,66542.1,13797.28,True,66542.1,13784.94,True,False
B2508,small_trader,38376,1442.4,42199,67618.08,42199.11,True,67618.08,42199.11,True,67618.08,42199.11,True,66108.36,41820.77,True,66108.36,41820.77,True,66108.36,41785.4,True,False
B2509,gig_worker,62257,1906.29,75204,119814.94,75203.91,True,119814.94,75203.91,True,119814.94,75203.91,True,118666.58,72992.03,True,118666.58,72992.03,True,118666.58,72992.03,True,False
B2510,salaried,123267,3868.76,8886,42232.65,8886.44,True,42232.65,8886.44,True,42232.65,8886.44,True,42232.65,8858.81,True,42232.65,8858.81,True,41567.84,8799.32,True,False
