borrower_id,borrower_type,loan_amount,emi_amount,avg_monthly_income,month1_balance,month1_income,month1_paid,month2_balance,month2_income,month2_paid,month3_balance,month3_income,month3_paid,month4_balance,month4_income,month4_paid,month5_balance,month5_income,month5_paid,month6_balance,month6_income,month6_paid,defaulted,actual_default_late_period,predicted_default,default_probability,pilot_health_score,pilot_risk_bucket,prediction_result
B1375,farmer,192182,9025.62,17186,13239.7,16676.99,True,13426.7,16742.43,True,12410.07,17812.68,True,11733.18,18472.73,True,11699.58,18273.92,True,11547.3,19170.31,True,False,False,False,0.0013,99.87,Green,Correctly Cleared
B1376,gig_worker,39930,1890.6,76171,60879.78,76524.72,True,57972.4,77920.95,True,60384.99,82905.44,True,59715.54,85903.38,True,58570.57,86401.09,True,57578.56,88621.66,True,False,False,False,0.0005,99.95,Green,Correctly Cleared
B1377,small_trader,104782,3945.48,68849,41363.7,66230.6,True,41598.41,66430.02,True,42751.77,63853.51,True,42343.26,63359.74,True,43562.86,62139.24,True,43348.77,61712.13,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1378,farmer,188476,8014.31,62816,34809.48,61548.21,True,32204.83,60871.8,True,35461.55,61770.84,True,32646.18,59979.25,True,32501.59,60240.8,True,31194.16,59514.76,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1379,small_trader,179750,5407.17,76493,44115.25,76442.75,True,33149.49,79558.04,True,27928.7,66434.71,True,9445.22,40379.04,True,2649.62,52175.13,False,8566.2,26053.08,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1380,farmer,114664,5400.38,52447,24151.75,53250.29,True,23176.07,52903.2,True,23620.96,53468.92,True,22723.22,53059.72,True,20971.97,53810.1,True,19463.81,53637.65,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1381,small_trader,12435,448.17,66685,37426.71,66247.01,True,37404.22,66579.85,True,37290.35,67302.96,True,38016.33,67886.7,True,36609.4,68056.08,True,36763.76,69309.42,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1382,salaried,127685,4735.77,43603,28432.37,45763.44,True,29878.47,47152.23,True,29248.68,47001.89,True,27860.16,49460.58,True,27938.26,51074.12,True,27871.95,51799.07,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1383,gig_worker,46853,2083.2,58695,49762.19,56135.28,True,44431.57,57087.62,True,45734.83,59835.6,True,44875.9,63096.59,True,40051.06,63745.4,True,40967.39,66507.75,True,False,False,False,0.0139,98.61,Green,Correctly Cleared
B1384,small_trader,30543,1392.02,25800,13052.61,24680.0,True,13227.47,24128.29,True,13208.05,25235.05,True,13063.72,25068.57,True,13657.59,25324.14,True,13697.82,25717.53,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1385,salaried,92186,4101.53,21594,14448.13,21950.08,True,14766.5,22254.59,True,14890.67,23411.36,True,13340.23,23997.7,True,13518.63,24585.91,True,12826.46,25635.89,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1386,salaried,87277,3948.9,49589,24377.97,51473.9,True,24615.74,53510.2,True,24544.93,55075.74,True,24683.2,57809.55,True,25569.58,58756.84,True,26048.14,60769.38,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1387,gig_worker,102272,4034.32,34820,32094.93,36461.34,True,33234.12,36081.36,True,33099.53,35890.09,True,36297.07,35921.28,True,37327.84,35750.59,True,38000.81,35308.23,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1388,farmer,151486,6396.32,64659,36706.54,65939.04,True,37406.32,64694.24,True,39690.31,65987.06,True,39769.54,66024.85,True,41908.2,61564.85,True,42438.74,62812.42,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1389,gig_worker,116280,5593.67,11985,10338.74,12441.24,True,7591.18,11185.08,True,6004.29,7421.84,True,3256.43,11686.87,False,633.12,7536.27,False,3093.12,3794.24,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1390,small_trader,163382,7677.41,69643,49425.21,72623.43,True,47112.66,73801.04,True,46444.49,73625.77,True,44898.32,73812.27,True,42338.36,73264.08,True,41732.93,72622.03,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1391,gig_worker,63202,2004.87,27532,19519.97,26383.48,True,20849.5,25991.57,True,20031.1,25395.79,True,20452.07,25271.78,True,21938.78,23554.67,True,21916.93,23771.78,True,False,False,False,0.0004,99.96,Green,Correctly Cleared
B1392,salaried,186900,6372.99,35891,29420.03,35492.56,True,29795.23,36275.23,True,31157.98,36140.96,True,31217.74,37421.89,True,32911.8,36893.57,True,33485.26,37941.12,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1393,salaried,159338,7348.09,73767,33408.15,71454.81,True,27322.52,43183.49,True,22665.92,63251.03,True,9150.95,35013.24,True,1036.13,39890.19,False,3347.54,30512.19,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1394,salaried,102526,3251.0,14326,10452.89,14900.27,True,10491.75,15010.63,True,10114.63,15125.97,True,10550.12,15367.28,True,10932.81,15078.74,True,10892.06,15429.69,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1395,small_trader,84860,3921.02,21225,17810.35,21930.26,True,16537.02,22532.45,True,11241.36,21140.53,True,4038.34,13538.66,True,692.5,12359.79,False,2813.83,7227.96,False,True,True,True,0.9998,0.02,Red,Correctly Predicted Default
B1396,gig_worker,39698,1730.55,68393,29929.11,66276.6,True,30507.26,65499.79,True,29347.43,66113.89,True,29167.49,67435.73,True,29034.24,65971.27,True,29947.63,65547.14,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1397,small_trader,37333,1233.69,14522,13516.67,15554.29,True,12505.07,13457.69,True,6564.06,12144.59,True,5631.68,10275.37,False,551.56,11681.59,False,3681.19,7027.72,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1398,farmer,30754,1271.75,12847,6686.44,13373.32,True,6553.71,13827.82,True,6323.63,13111.66,True,5864.09,13421.59,True,5630.04,12936.63,True,5635.66,13013.32,True,False,False,False,0.0008,99.92,Green,Correctly Cleared
B1399,salaried,47622,1711.66,32687,25232.25,31416.29,True,25745.99,32124.31,True,24973.18,33203.91,True,26939.95,34582.12,True,26979.79,34398.89,True,27456.25,36566.69,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1400,farmer,55003,1839.45,37658,23938.31,37220.25,True,24346.57,37418.13,True,23947.7,37517.8,True,24586.16,36466.66,True,25021.76,36473.04,True,24627.6,36125.89,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1401,small_trader,10944,530.74,27503,16596.64,27116.17,True,16422.01,26891.78,True,17303.83,26024.02,True,17012.96,26032.42,True,16842.19,26513.58,True,17534.8,25779.19,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1402,small_trader,68918,2550.1,71406,50463.85,73416.93,True,50258.67,75024.27,True,53088.89,75843.9,True,50800.59,78523.14,True,54803.63,81093.67,True,53051.5,83880.1,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1403,farmer,38288,1834.3,12096,9010.28,13292.24,True,7300.69,11002.58,True,2715.41,9995.25,True,2099.19,5373.65,False,570.73,6573.44,True,1486.28,6528.84,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1404,salaried,125471,5942.99,47834,34725.76,46430.66,True,28101.83,48681.3,True,19746.33,31637.46,True,11025.1,33910.61,False,1331.41,20446.91,False,3541.13,23746.7,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1405,gig_worker,28384,986.98,41007,32672.65,41304.05,True,34107.87,41339.63,True,34197.65,43000.65,True,37212.07,41308.67,True,37075.1,42966.5,True,39181.14,43466.77,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1406,gig_worker,164776,6365.62,70949,36048.44,72264.6,True,35297.9,68820.96,True,16842.86,48306.12,True,11839.45,55941.2,True,1254.36,35354.58,False,8853.88,32380.55,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1407,farmer,35826,1582.09,22707,14540.65,22741.92,True,14739.69,23677.43,True,15396.43,23865.94,True,15586.45,24702.33,True,15120.23,25071.59,True,16486.0,26454.33,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1408,farmer,75777,2900.74,43837,25644.52,42793.96,True,26196.4,45749.11,True,26431.93,46729.55,True,27110.84,46871.95,True,27217.74,49645.19,True,27716.74,50249.9,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1409,small_trader,158296,5712.22,8234,5057.05,7969.03,True,5245.43,7868.14,True,5335.9,7784.35,True,5304.12,7669.04,True,5468.08,7541.5,True,5713.31,7475.03,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1410,gig_worker,190948,5901.18,34989,23914.91,33758.77,True,25467.66,32697.07,True,24272.06,32975.63,True,26798.06,33016.27,True,28328.68,33636.24,True,28454.34,32678.49,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1411,small_trader,73975,3090.36,58942,41012.8,61465.64,True,38457.23,63442.22,True,36057.44,62032.01,True,36029.88,63225.34,True,35592.58,62299.06,True,33362.52,65219.94,True,False,False,False,0.0056,99.44,Green,Correctly Cleared
B1412,small_trader,157627,4940.47,29241,15662.48,30041.29,True,16402.01,30911.7,True,16916.19,32012.39,True,16476.66,33049.01,True,16970.48,33229.04,True,17634.87,34389.78,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1413,salaried,145662,5327.87,61002,32066.23,62167.29,True,32522.08,63505.35,True,32362.37,62569.5,True,33707.74,62125.71,True,35076.86,66032.97,True,35344.93,63827.54,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1414,gig_worker,194268,7211.06,60132,47991.83,57629.0,True,47758.95,58230.97,True,49473.75,57397.57,True,53546.2,56003.61,True,50966.79,58313.49,True,53417.95,57436.77,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1415,gig_worker,108354,5042.28,23410,20969.38,23393.23,True,20366.49,22879.37,True,19450.99,23228.38,True,18781.35,23784.48,True,21192.4,23618.24,True,19511.57,24141.07,True,False,False,False,0.005,99.5,Green,Correctly Cleared
B1416,farmer,73826,2744.32,69193,36619.97,67046.88,True,35881.22,65393.52,True,35834.11,64398.95,True,33290.81,67063.46,True,32701.64,64446.4,True,33450.24,63264.88,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1417,salaried,66335,2145.24,14420,11406.69,15057.89,True,12080.54,15309.29,True,11835.42,15553.43,True,11852.4,15470.16,True,12479.5,15353.85,True,12761.36,15748.97,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1418,salaried,161060,8016.6,47907,26967.87,50097.1,True,24818.76,48907.77,True,23514.75,48800.77,True,22681.69,49351.22,True,23081.7,49130.49,True,21601.58,49150.83,True,False,False,False,0.0244,97.56,Green,Correctly Cleared
B1419,gig_worker,40973,1594.13,63301,39295.75,63532.43,True,37192.77,64555.84,True,38647.41,68061.14,True,35477.24,71556.17,True,34997.35,73800.27,True,35547.69,75392.02,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1420,farmer,57971,2871.03,14971,8820.49,14701.08,True,8695.05,15089.31,True,9397.7,15470.69,True,9699.36,16027.03,True,9080.18,15979.55,True,9538.96,16661.68,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1421,gig_worker,118058,5788.69,42971,35111.8,42094.89,True,35842.66,42995.1,True,36695.95,43759.46,True,38370.6,44277.56,True,39339.7,45573.13,True,40888.62,46312.71,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1422,gig_worker,118560,4184.28,14978,7781.7,14463.68,True,8019.66,14475.51,True,7771.35,13998.77,True,7314.03,14196.36,True,7024.03,13768.03,True,6981.09,14036.74,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1423,small_trader,148523,5092.87,66176,31408.46,68898.69,True,30591.26,70426.53,True,29275.91,74163.35,True,29786.03,75221.45,True,28982.06,78305.54,True,27395.81,79644.65,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1424,salaried,156444,6869.63,44431,31389.37,46588.8,True,31534.57,45280.61,True,30865.4,44437.66,True,31944.58,44383.11,True,29652.93,44100.07,True,30264.41,42023.11,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1425,salaried,43754,2004.71,17106,15996.37,17818.36,True,15974.02,18057.94,True,14633.91,19403.35,True,15857.2,19508.02,True,14872.91,20436.04,True,14824.28,20955.48,True,False,False,False,0.0015,99.85,Green,Correctly Cleared
B1426,small_trader,110491,3481.15,72840,64380.27,72126.88,True,64159.51,71858.77,True,65460.46,70291.85,True,68702.86,69703.98,True,67028.81,67570.54,True,69002.73,66858.28,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1427,farmer,75591,3024.29,27046,18711.52,26412.9,True,19200.95,25527.5,True,19622.45,25260.88,True,17574.07,26059.32,True,17777.41,24884.46,True,18021.56,25207.46,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1428,small_trader,196088,6264.73,43554,21956.78,43607.45,True,23827.65,45395.14,True,23628.09,45968.94,True,24835.36,47509.39,True,24763.2,48142.34,True,25825.34,49624.5,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1429,small_trader,166381,7433.81,75355,46788.95,74845.66,True,48566.32,77633.61,True,49032.55,77952.98,True,52610.28,83130.86,True,53856.77,84388.57,True,54648.15,88152.8,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1430,small_trader,189353,6119.02,63167,51318.67,60623.5,True,49457.56,61415.01,True,50897.55,59354.19,True,44572.2,60405.61,True,42872.47,59859.11,True,41935.32,59574.01,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1431,small_trader,185890,7324.31,68355,48864.25,67371.01,True,47765.35,67621.89,True,46939.39,67386.89,True,44525.19,69341.27,True,38912.9,68662.46,True,40146.32,69274.79,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1432,small_trader,184090,6547.86,27992,17995.39,27381.59,True,17698.76,27363.02,True,15765.77,26821.26,True,15637.57,25740.63,True,15159.12,26514.17,True,14656.62,26124.06,True,False,False,False,0.0099,99.01,Green,Correctly Cleared
B1433,salaried,107073,4284.11,10526,9314.74,10645.97,True,9417.27,10860.55,True,9239.59,11329.51,True,9161.04,11629.51,True,9108.0,11751.37,True,8889.68,12289.81,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1434,small_trader,159473,6912.47,22501,16836.01,21954.48,True,17532.42,22979.68,True,17220.27,23654.1,True,17287.0,24530.06,True,17037.32,24350.58,True,17528.39,25964.76,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1435,small_trader,57531,2506.33,37351,31859.41,35771.15,True,32547.47,37036.71,True,32887.89,36591.32,True,35926.32,37872.4,True,36297.38,36741.81,True,37537.87,38750.7,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1436,gig_worker,158036,6756.48,20199,17954.55,19950.59,True,18081.28,20417.95,True,19031.21,20028.06,True,18803.76,18715.55,True,18498.31,19863.19,True,18089.62,20119.47,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1437,salaried,175315,5930.5,52373,30992.59,50282.21,True,30712.6,50773.08,True,28244.19,50560.12,True,28337.45,51740.57,True,28232.79,51785.6,True,26389.71,52183.7,True,False,False,False,0.0014,99.86,Green,Correctly Cleared
B1438,gig_worker,115976,4104.74,35278,21250.25,35115.67,True,19740.36,35507.78,True,20737.37,34621.59,True,18979.73,34783.17,True,17929.3,35152.56,True,17378.18,35112.81,True,False,False,False,0.0006,99.94,Green,Correctly Cleared
B1439,gig_worker,68385,3134.13,29749,18828.56,31176.33,True,18881.79,31182.76,True,19247.47,32942.36,True,21097.01,33029.52,True,20575.67,35019.32,True,21263.46,35506.88,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1440,farmer,115737,5078.01,9149,7618.12,8886.16,True,7496.92,8693.98,True,7385.83,8644.07,True,7503.2,8511.19,True,7708.91,8505.04,True,7662.3,8229.16,True,False,False,False,0.0004,99.96,Green,Correctly Cleared
B1441,farmer,82906,3849.57,29302,20940.85,30594.6,True,21506.18,30348.4,True,20656.57,29605.59,True,21071.87,29178.82,True,22165.18,29181.96,True,21398.85,28648.65,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1442,farmer,21902,777.79,71698,62357.53,74870.12,True,67584.0,77125.46,True,64703.91,80739.82,True,71309.32,83570.67,True,71694.9,86765.31,True,74740.43,89382.21,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1443,gig_worker,148801,6410.13,14951,6520.59,14294.38,True,5819.22,14178.19,True,3973.45,10056.88,True,1828.01,11570.65,False,245.34,7008.56,False,1915.13,6265.72,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1444,farmer,137545,4768.3,70423,47472.84,72435.87,True,43730.91,58736.15,True,23913.95,58898.79,True,18371.06,48883.37,True,3058.49,35539.97,False,11378.87,24004.0,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1445,salaried,66791,2237.91,50229,25348.56,53080.99,True,19825.99,34026.9,True,12530.72,43355.63,True,11606.96,35790.44,False,1555.77,24981.17,False,6575.88,27430.9,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1446,farmer,37423,1229.93,36742,32157.62,37201.93,True,34031.92,38246.71,True,33667.85,40172.78,True,33436.48,39921.67,True,34788.38,42685.27,True,36172.09,43082.32,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1447,gig_worker,191264,9226.36,68455,50534.91,67749.4,True,47900.45,67570.47,True,51115.17,66636.08,True,50916.35,68840.85,True,52290.44,68002.32,True,50203.86,67522.79,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1448,gig_worker,69763,3092.75,49993,28575.24,52040.4,True,27802.35,52016.49,True,25906.27,51755.53,True,25501.52,53045.66,True,25679.95,53697.16,True,24204.81,52115.5,True,False,False,False,0.0038,99.62,Green,Correctly Cleared
B1449,small_trader,63760,2435.83,72592,38102.24,71548.15,True,38937.26,70170.8,True,40505.31,68021.36,True,40362.1,70364.47,True,41952.28,70033.05,True,42827.6,69342.95,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1450,small_trader,60613,2391.59,21788,16985.61,22614.38,True,17023.42,22559.87,True,16689.15,23195.41,True,18028.09,23099.63,True,17745.2,23459.61,True,17536.43,24124.12,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1451,gig_worker,31241,1337.71,36370,29147.7,35016.81,True,29200.23,34642.15,True,27741.83,35676.9,True,27941.17,35134.04,True,26489.17,35853.15,True,25570.47,35654.3,True,False,False,False,0.0011,99.89,Green,Correctly Cleared
B1452,salaried,51208,2498.35,44152,20437.95,42679.7,True,20925.52,42501.35,True,21304.86,41257.72,True,22666.91,41326.56,True,22467.96,40257.38,True,23595.46,40739.98,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1453,gig_worker,155644,6941.17,56977,41222.56,58777.22,True,39961.63,60775.32,True,36055.21,61816.82,True,35738.49,63177.59,True,34615.28,63018.49,True,34068.97,66525.81,True,False,False,False,0.0319,96.81,Green,Correctly Cleared
B1454,small_trader,93058,3394.93,45310,27821.31,45541.97,True,27184.28,45341.12,True,25467.07,46123.08,True,24248.25,44969.35,True,23901.16,47054.69,True,22685.92,46831.53,True,False,False,False,0.0007,99.93,Green,Correctly Cleared
B1455,gig_worker,151369,4563.51,11576,5761.73,11006.17,True,5754.62,10860.69,True,5521.09,11184.13,True,5222.79,10896.04,True,4846.67,11007.69,True,4890.69,10690.75,True,False,False,False,0.0004,99.96,Green,Correctly Cleared
B1456,small_trader,164812,6748.34,62914,52647.89,65235.27,True,50306.48,65970.32,True,51544.18,63252.25,True,54456.23,64445.84,True,55917.68,63792.35,True,56667.46,63598.64,True,False,False,False,0.0004,99.96,Green,Correctly Cleared
B1457,salaried,171777,7164.32,50903,34636.77,48508.23,True,35668.66,49294.85,True,36258.94,49123.99,True,36853.82,50248.2,True,37705.44,50094.43,True,37973.86,51105.63,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1458,salaried,10892,517.28,67550,41639.31,70541.34,True,42683.34,71239.99,True,41044.99,71014.66,True,40937.36,70017.89,True,39902.92,69023.36,True,39543.58,71386.93,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1459,farmer,114418,4150.52,24501,16872.4,23652.22,True,13485.78,21474.8,True,12004.93,19401.96,True,4898.13,11965.67,False,818.6,4910.17,False,2652.73,10818.88,True,True,True,True,0.9999,0.01,Red,Correctly Predicted Default
B1460,gig_worker,83423,3127.1,55704,27365.14,56080.94,True,26484.91,54807.84,True,25498.35,56150.35,True,26305.06,56565.17,True,24063.93,57589.22,True,23672.0,57294.31,True,False,False,False,0.0011,99.89,Green,Correctly Cleared
B1461,farmer,55209,2552.49,55390,36700.32,57261.91,True,35456.21,54625.85,True,36492.97,57906.42,True,33852.34,57312.57,True,33731.78,57030.59,True,33704.4,56952.94,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1462,gig_worker,51357,1689.95,73997,62204.03,75856.68,True,61653.79,78553.25,True,62678.5,80474.37,True,62224.44,84855.91,True,59280.02,86679.14,True,61115.62,88345.09,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1463,farmer,29451,1108.76,10332,7610.01,10412.75,True,7789.72,10699.7,True,8026.88,11144.27,True,7887.82,11167.02,True,8062.54,11043.04,True,8066.95,11536.1,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1464,gig_worker,95311,4041.2,55564,28284.43,53402.29,True,26794.11,54337.09,True,25615.83,56821.87,True,24263.14,59302.37,True,25986.5,58276.12,True,24105.53,61155.52,True,False,False,False,0.0023,99.77,Green,Correctly Cleared
B1465,gig_worker,153699,7165.52,74124,58492.78,77150.1,True,48944.92,58177.73,True,27372.46,50105.72,True,26635.21,46982.82,True,2990.48,51327.44,False,17355.98,38077.32,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1466,small_trader,165516,7576.34,10570,6596.16,10624.46,True,6100.42,10683.22,True,6515.97,11225.6,True,5894.2,10874.12,True,5641.27,11132.83,True,5619.3,11169.19,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1467,farmer,166233,7545.89,14226,9075.35,13707.89,True,8494.43,13710.48,True,8857.06,13385.4,True,8494.18,13234.38,True,7804.32,13297.59,True,8106.36,12814.5,True,False,False,False,0.0004,99.96,Green,Correctly Cleared
B1468,salaried,142064,4818.53,34335,33756.31,36987.34,True,28513.72,37204.46,True,23327.67,27377.13,True,15020.47,20200.72,False,2206.51,15140.4,False,8751.79,15521.99,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1469,gig_worker,95050,4213.61,31052,15960.27,31294.26,True,15741.06,32917.45,True,14292.58,33869.88,True,14073.59,35980.46,True,13476.99,35774.89,True,12842.88,37308.8,True,False,False,False,0.0071,99.29,Green,Correctly Cleared
B1470,farmer,45368,1955.7,26163,19653.14,26620.43,True,20516.44,27463.13,True,20249.89,28433.12,True,20435.23,29166.78,True,20421.72,31118.05,True,21331.43,31740.33,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1471,farmer,39029,1783.82,49019,29802.46,49932.89,True,30392.65,49415.92,True,29942.9,51685.41,True,32328.22,51415.5,True,32054.38,51369.11,True,32925.2,51509.12,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1472,gig_worker,162690,5042.92,26004,19871.65,26865.59,True,19220.59,26555.05,True,20537.45,26564.21,True,20028.54,25230.2,True,19358.21,24947.07,True,19371.77,24583.67,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1473,salaried,126815,5228.64,16807,14664.14,18370.24,True,10800.21,13873.06,True,8618.14,9940.96,True,5586.13,11252.95,True,844.08,3759.15,False,4365.47,9541.68,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1474,small_trader,78396,2799.67,73602,59850.1,79312.69,True,54734.45,62817.25,True,33832.02,63284.42,True,27263.54,66731.25,True,2830.75,41840.07,False,13312.39,39469.63,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1475,small_trader,21111,916.27,56377,51122.29,57834.94,True,51694.83,59494.68,True,49178.9,59223.61,True,53627.9,61627.71,True,49906.35,62216.01,True,49115.65,63546.13,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B1476,farmer,35443,1333.98,67749,50684.95,68644.7,True,49621.27,71139.93,True,52203.14,70535.54,True,47456.15,72336.94,True,49847.13,77221.22,True,50754.09,77797.41,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B1477,farmer,76104,2583.3,71499,64206.32,71950.46,True,62761.41,72206.07,True,64141.41,77160.88,True,67412.6,76895.34,True,62042.94,78010.17,True,64036.35,81224.88,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1478,farmer,197750,6572.53,25187,16130.48,25898.34,True,15286.06,25458.92,True,15619.13,24549.46,True,15380.85,24509.09,True,15548.1,24181.04,True,14518.22,24391.83,True,False,False,False,0.0007,99.93,Green,Correctly Cleared
B1479,small_trader,122178,4532.94,12163,7708.34,12078.23,True,8162.62,12444.93,True,7515.17,12743.22,True,8485.19,13154.04,True,8981.05,13853.93,True,8824.97,14178.52,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1480,salaried,198020,6654.65,30007,19951.93,30036.02,True,20726.44,29937.15,True,19476.45,31522.15,True,20346.82,30138.62,True,20203.01,31793.58,True,19715.69,32253.6,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1481,gig_worker,71508,2273.88,26264,17237.91,24978.9,True,16868.82,24764.67,True,16123.08,24355.19,True,15584.2,24516.65,True,14991.11,24211.71,True,13968.43,23481.13,True,False,False,False,0.0018,99.82,Green,Correctly Cleared
B1482,salaried,156040,6022.49,57012,49468.14,55709.57,True,52489.39,57231.25,True,52984.21,57914.79,True,54727.56,58875.04,True,56275.65,59226.73,True,58069.29,61347.66,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1483,gig_worker,14390,562.33,79419,46554.81,77564.02,True,47136.65,76301.74,True,50766.05,76551.66,True,50673.14,76987.67,True,55288.48,76924.19,True,54663.67,76801.03,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1484,salaried,43908,1693.13,78410,36432.68,76650.11,True,34906.54,72444.84,True,17934.75,50054.5,True,8526.85,61003.86,False,2020.28,48079.8,True,9221.31,44709.61,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B1485,salaried,88221,2911.4,38424,26953.9,38800.27,True,26657.97,39120.6,True,26801.24,37309.54,True,25894.81,37251.17,True,27231.74,35633.94,True,26636.22,36190.23,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B1486,gig_worker,136934,6809.38,29750,15737.45,29051.15,True,16312.5,28606.68,True,17570.88,28945.02,True,16630.98,29202.15,True,18562.95,29209.63,True,18473.66,28663.06,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1487,salaried,83075,3774.75,57340,42565.8,57530.8,True,42432.07,60947.88,True,38515.47,60398.59,True,41076.91,65541.93,True,43732.78,63621.36,True,40132.63,67680.63,True,False,False,False,0.0048,99.52,Green,Correctly Cleared
B1488,salaried,49670,2188.22,35981,32351.34,37732.84,True,32477.58,39219.08,True,29562.68,39932.26,True,28967.51,41365.33,True,27517.32,41134.87,True,27949.43,43629.39,True,False,False,False,0.0032,99.68,Green,Correctly Cleared
B1489,salaried,142626,6126.27,65396,44865.54,65730.18,True,44717.44,67054.84,True,44653.35,67235.86,True,44546.03,68005.77,True,43238.55,70740.88,True,42645.2,69677.74,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B1490,gig_worker,164957,6017.37,49290,30562.88,51285.7,True,30160.12,51629.07,True,31865.41,54362.9,True,34927.69,55564.54,True,34410.65,58294.29,True,35871.9,59052.12,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
